panel,task_setting,user_framing,model_type,outcome,estimate,estimate_label,ci_low,ci_high,p_value,p_value_display,n_conversations,n_cases,reference_estimate,scaffolded_estimate,reference_ci_low,reference_ci_high,scaffolded_ci_low,scaffolded_ci_high,coef,std_error,z_statistic,formula,covariates,se_type,notes
a,WC coding,,raw contrast,conversation-level constructive ratio,3.981269433961549,percentage-point difference,3.5677718798746696,4.393965701781501,3.0160148593118254e-109,3.02e-109,31878,,5.451895688722703,9.433165122684253,5.112635417445431,5.788312317974969,9.187061528692077,9.670657393545195,,,,mean(Cog_C_ratio) by has_S2,,5000-draw conversation bootstrap CI; Mann-Whitney U p value,Reference is conversations without scaffolded support; scaffolded is conversations with at least one scaffolded assistant turn.
a,WC writing,,raw contrast,conversation-level constructive ratio,1.258393473948548,percentage-point difference,1.0547331945074174,1.4610689046473846,2.4139949139154279e-88,2.41e-88,39534,,1.9597357799019892,3.2181292538505373,1.8478971959736599,2.074451646338598,3.0477690667663238,3.3918626781703,,,,mean(Cog_C_ratio) by has_S2,,5000-draw conversation bootstrap CI; Mann-Whitney U p value,Reference is conversations without scaffolded support; scaffolded is conversations with at least one scaffolded assistant turn.
