panel,task_setting,user_framing,model_type,outcome,estimate,estimate_label,ci_low,ci_high,p_value,p_value_display,n_conversations,n_cases,reference_estimate,scaffolded_estimate,reference_ci_low,reference_ci_high,scaffolded_ci_low,scaffolded_ci_high,coef,std_error,z_statistic,formula,covariates,se_type,notes
appendix,WC coding,,raw contrast,persistence after observable breakdown,45.57692161830695,current-metric difference scaled by 100,42.01552807218359,49.227806781408255,1.2572322426708414e-41,1.26e-41,31878,10173,43.9695038120235,89.54642543033044,41.49481314835646,46.49450068741407,86.89910792813167,92.26054361938267,,,,mean(persistence_after_failure) by has_S2,,5000-draw conversation bootstrap CI; Mann-Whitney U p value,"This reproduces the current figure metric. The source column is a count-like conversation metric with zeros for conversations without detected breakdowns, not a failure-case-only probability."
